STATIONS_ID;MESS_DATUM_BEGINN;MESS_DATUM_ENDE;QN_4;MO_N;MO_TT;MO_TX;MO_TN;MO_FK;MX_TX;MX_FX;MX_TN;MO_SD_S;QN_6;MO_RR;MX_RS;eor
        183;19910201;19910228;   10;  6.31;  -0.60;    1.28;   -2.67;    4.87;  11.3;  31.0;  -7.3;  60.90;    9;    30.7;    8.7;eor
        183;19910301;19910331;   10;  5.52;   3.74;    6.27;    1.84;    4.24;  12.2;  26.0;  -0.5; 129.20;    9;    15.9;    9.4;eor
        183;19910401;19910430;   10;  4.50;   5.80;    8.84;    3.74;    4.06;  15.5;  23.0;  -0.4;-999;    9;    47.6;   21.6;eor
        183;19910501;19910531;   10;  4.83;   8.57;   11.35;    6.20;    4.02;  18.3;  28.3;   3.3; 236.20;    9;    30.7;   16.1;eor
        183;19910601;19910630;   10;  6.31;  12.16;   15.81;    9.37;    4.09;  21.5;  28.3;   4.8; 167.80;    9;   138.4;   31.9;eor
        183;19910701;19910731;   10;  3.71;  17.13;   20.29;   14.51;    3.92;  26.5;  22.0;  12.1; 310.60;    9;    86.7;   37.0;eor
        183;19910801;19910831;   10;  4.56;  17.08;   20.35;   15.02;    4.04;  28.3;  22.8;  12.5; 224.70;    9;    46.2;   22.4;eor
        183;19910901;19910930;   10;  4.73;  14.62;   17.38;   11.97;    3.92;  22.7;  21.8;   7.4; 185.00;    9;    30.7;    7.2;eor
        183;19911001;19911031;   10;  4.47;   9.56;   12.16;    7.39;    4.24;  16.0;  27.5;   0.9;-999;    9;    25.7;    5.7;eor
        183;19911101;19911130;   10;  6.30;   5.10;    6.79;    3.26;    4.90;  12.3;  24.0;  -0.7;  58.70;    9;    36.4;    6.4;eor
        183;19911201;19911231;   10;  5.10;   2.55;    4.64;    0.41;    4.69;   9.7;  27.0;  -6.4;  41.60;    9;    40.5;    8.4;eor
        183;19920101;19920131;   10;  5.35;   2.41;    4.07;    0.45;    4.59;   7.7;  30.0;  -5.5;  56.60;    9;    24.1;    8.8;eor
        183;19920201;19920229;   10;  6.34;   3.21;    4.97;    1.34;    4.78;   9.5;  29.0;  -3.0;  51.50;    9;    20.0;    3.4;eor
        183;19920301;19920331;   10;  5.61;   4.27;    6.56;    2.17;    4.65;  13.1;  32.0;  -1.8; 104.70;    9;    39.5;    9.8;eor
        183;19920401;19920430;   10;  5.40;   6.32;    9.08;    4.08;    4.28;  16.4;  24.5;   0.7; 164.90;    9;    31.0;   10.8;eor
        183;19920501;19920531;   10;  3.14;  11.36;   13.79;    8.91;    4.28;  17.8;  26.0;   3.2; 329.00;    9;    23.9;   11.6;eor
        183;19920601;19920630;   10;  3.02;  16.10;   18.81;   13.49;    4.06;  27.0;  21.6;  11.4; 382.70;    9;     0.0;    0.0;eor
        183;19920701;19920731;   10;  4.45;  18.12;   21.09;   15.71;    3.98;  27.2;  25.2;  12.4; 303.80;    9;    48.2;   13.8;eor
        183;19920801;19920831;   10;  5.01;  17.35;   20.73;   14.49;    4.20;  29.3;  28.8;  11.8; 213.20;    9;   104.3;   29.5;eor
        183;19920901;19920930;   10;  4.74;  13.81;   16.07;   11.98;    3.97;  18.6;  22.6;   9.1; 184.10;    9;    35.2;   12.0;eor
        183;19921001;19921031;   10;  5.43;   7.11;    9.16;    5.15;    4.57;  14.5;  28.3;  -1.3; 132.10;    9;   120.5;   35.7;eor
        183;19921101;19921130;   10;  5.88;   5.05;    6.80;    2.87;    5.16;  10.5;  40.1;  -1.0;  46.80;    9;    61.9;   12.1;eor
        183;19921201;19921231;   10;  5.53;   2.42;    3.96;    0.60;    4.28;   9.0;  26.2;  -7.8;  63.90;    9;    22.0;    9.4;eor
        183;19930101;19930131;   10;  4.69;   2.23;    4.47;   -0.09;    5.85;  11.1;  45.8;  -8.5;  84.50;    9;    43.1;   10.8;eor
        183;19930201;19930228;   10;  6.52;   1.08;    2.64;   -0.56;    4.26;   5.3;  28.8;  -5.2;  45.80;    9;    19.9;    5.6;eor
        183;19930301;19930331;   10;  5.42;   3.07;    5.47;    1.07;    4.57;  11.8;  26.8;  -2.3; 128.90;    9;     5.7;    4.2;eor
        183;19930401;19930430;   10;  4.68;   6.21;    8.86;    4.32;    4.40;  22.1;  22.6;   0.4; 212.90;    9;    16.4;    7.7;eor
        183;19930501;19930531;   10;  3.69;  11.13;   13.94;    8.95;    3.98;  19.5;  25.7;   5.1; 299.40;    9;    27.3;    9.2;eor
        183;19930601;19930630;   10;  5.15;  13.90;   16.71;   11.36;    3.90;  19.9;  22.1;   8.7; 271.00;    9;    40.3;    8.4;eor
        183;19930701;19930731;   10;  5.59;  15.12;   18.25;   12.54;    4.36;  24.2;  26.2;  10.4; 223.10;    9;    97.5;   21.4;eor
        183;19930801;19930831;   10;  5.16;  15.03;   17.97;   12.53;    4.05;  24.5;  23.1;  10.0; 232.50;    9;    40.1;    8.8;eor
        183;19930901;19930930;   10;  6.32;  11.84;   13.50;   10.36;    4.36;  18.7;  28.3;   8.0; 109.20;    9;    78.1;   19.4;eor
        183;19931001;19931031;   10;  5.46;   8.53;   10.60;    6.41;    4.04;  16.1;  31.9;   0.5;  99.90;    9;    92.7;   35.0;eor
        183;19931101;19931130;   10;  6.75;   2.90;    4.41;    1.44;    4.48;   8.2;  29.3;  -5.3;  27.00;    9;    23.9;    8.4;eor
        183;19931201;19931231;   10;  6.64;   2.62;    4.08;    0.92;    5.32;  10.9;  33.4;  -5.3;  27.70;    9;    74.3;   10.3;eor
        183;19940101;19940131;   10;  6.56;   2.55;    4.01;    0.96;    5.18;   8.9;  27.8;  -4.0;  37.70;    9;    67.6;   12.4;eor
        183;19940201;19940228;   10;  6.01;  -0.86;    0.40;   -2.50;    4.05;   4.3;  26.2;  -6.9;  57.50;    9;    18.5;    9.6;eor
        183;19940301;19940331;   10;  5.54;   3.27;    5.68;    1.29;    5.21;  13.1;  29.8;  -2.4; 138.70;    9;    68.1;   11.0;eor
        183;19940401;19940430;   10;  4.26;   6.37;    9.02;    4.31;    4.08;  18.2;  27.3;  -0.1; 221.20;    9;    27.3;   14.3;eor
        183;19940501;19940531;   10;  4.81;   9.33;   11.95;    7.30;    4.06;  16.3;  24.7;   4.0; 241.30;    9;    15.1;    4.9;eor
        183;19940601;19940630;   10;  4.61;  13.16;   16.27;   10.50;    4.48;  27.1;  27.3;   7.0; 260.50;    9;    61.4;   29.3;eor
        183;19940701;19940731;   10;  2.64;  19.21;   22.26;   16.62;    3.15;  27.3;  27.3;  11.6; 402.50;    9;     2.4;    2.3;eor
        183;19940801;19940831;   10;  4.47;  17.79;   20.52;   15.00;    3.81;  27.2;  30.9;   9.7; 246.80;    9;    72.5;   19.7;eor
        183;19940901;19940930;   10;  6.06;  13.59;   15.72;   11.57;    4.25;  18.7;  29.8;   8.7;  97.60;    9;   106.6;   23.1;eor
        183;19941001;19941031;   10;  4.93;   8.55;   10.84;    6.21;    4.58;  14.2;  28.3;   2.8; 124.80;    9;    33.6;    8.9;eor
        183;19941101;19941130;   10;  5.58;   7.07;    8.49;    5.50;    4.92;  12.2;  27.8;  -1.2;  81.90;    9;    25.0;    7.0;eor
        183;19941201;19941231;   10;  6.27;   3.82;    5.43;    2.00;    5.01;  11.0;  25.7;  -4.1;  47.50;    9;    58.6;   12.5;eor
        183;19950101;19950131;   10;  5.81;   0.66;    2.53;   -0.91;    5.13;   9.0;  44.2;  -6.1;  52.50;    9;    59.6;   20.7;eor
        183;19950201;19950228;   10;  5.79;   3.73;    5.67;    1.73;    5.55;  11.0;  33.4;  -1.0;  71.20;    9;    32.6;   12.0;eor
        183;19950301;19950331;   10;  5.15;   3.11;    5.43;    0.91;    5.15;  10.0;  32.9;  -4.0; 130.20;    9;    26.4;    8.5;eor
        183;19950401;19950430;   10;  4.89;   5.42;    7.58;    3.45;    4.85;  12.5;  34.0;   0.5; 204.30;    9;    42.6;    8.4;eor
        183;19950501;19950531;   10;  4.62;   9.58;   12.57;    7.21;    4.03;  19.3;  27.3;   4.3; 289.30;    9;    38.8;    8.7;eor
        183;19950601;19950630;   10;  4.86;  13.50;   16.63;   10.95;    3.64;  21.6;  21.1;   8.1; 238.00;    9;    51.3;   25.3;eor
        183;19950701;19950731;   10;  3.86;  17.77;   20.92;   15.08;    3.83;  30.2;  21.6;  10.2; 321.40;    9;    22.1;    9.0;eor
        183;19950801;19950831;   10;  3.53;  19.16;   22.19;   16.24;    3.50;  26.5;  23.1;  11.3; 335.20;    9;     2.8;    1.2;eor
        183;19950901;19950930;   10;  6.05;  13.87;   16.21;   11.90;    4.48;  20.9;  34.5;   5.9; 119.10;    9;    76.6;   23.4;eor
        183;19951001;19951031;   10;  5.13;  11.90;   14.29;    9.58;    4.05;  20.9;  25.7;   3.7; 127.40;    9;    23.1;   10.3;eor
        183;19951101;19951130;   10;  5.74;   3.85;    6.17;    1.74;    4.40;  10.8;  36.0;  -3.0;  68.10;    9;    26.4;   11.7;eor
        183;19951201;19951231;   10;  5.39;  -0.60;    1.16;   -2.69;    3.99;   5.7;  27.3; -11.0;  67.60;    9;    23.4;   12.8;eor
        183;19960101;19960131;   10;  7.28;  -1.83;   -0.62;   -3.27;    3.28;   1.6;  24.2;  -8.6;  26.80;    9;     2.0;    1.0;eor
        183;19960201;19960229;   10;  5.83;  -2.77;   -1.21;   -4.71;    4.47;   5.0;  35.5; -10.6;  57.00;    9;    24.1;    6.9;eor
        183;19960301;19960331;   10;  5.23;  -0.35;    0.92;   -1.55;    4.49;   3.9;  22.6;  -5.3; 138.30;    9;     8.9;    4.1;eor
        183;19960401;19960430;   10;  3.80;   6.35;    9.88;    3.54;    3.80;  24.6;  23.1;  -2.3; 253.40;    9;    17.8;    8.5;eor
        183;19960501;19960531;   10;  6.04;   8.20;   10.79;    6.01;    4.31;  26.3;  27.8;   3.5; 164.10;    9;    97.2;   32.9;eor
        183;19960601;19960630;   10;  5.24;  13.35;   16.20;   10.94;    4.12;  24.1;  25.2;   7.2; 227.50;    9;    46.0;   20.7;eor
        183;19960701;19960731;   10;  5.36;  14.83;   17.88;   12.18;    4.15;  22.1;  25.7;   8.7; 224.00;    9;    63.4;   28.4;eor
        183;19960801;19960831;   10;  3.97;  17.58;   20.11;   15.52;    3.77;  22.9;  20.6;  13.5; 271.50;    9;    53.4;   37.3;eor
        183;19960901;19960930;   10;  4.60;  12.66;   14.79;   10.66;    4.58;  19.6;  23.7;   8.3; 206.70;    9;    45.8;   15.7;eor
        183;19961001;19961031;   10;  4.94;  10.20;   12.49;    8.33;    4.01;  15.2;  27.8;   4.9; 146.80;    9;    32.6;    8.7;eor
        183;19961101;19961130;   10;  6.53;   5.65;    7.41;    3.86;    4.86;  14.8;  31.4;  -1.4;  48.90;    9;    66.3;   10.9;eor
        183;19961201;19961231;   10;  6.27;  -0.15;    1.95;   -2.07;    4.47;   5.8;  26.2; -11.1;  48.60;    9;    25.9;   12.3;eor
        183;19970101;19970131;   10;  5.41;  -0.83;    1.00;   -2.95;    3.96;   4.7;  22.1;  -9.6;  56.60;    9;     0.7;    0.2;eor
        183;19970201;19970228;   10;  5.74;   2.80;    4.84;    0.78;    5.61;  11.2;  29.3;  -5.1;  76.10;    9;    30.8;    6.6;eor
        183;19970301;19970331;   10;  4.22;   3.84;    6.11;    1.55;    4.71;  13.2;  27.3;  -2.5; 190.70;    9;    22.6;   13.0;eor
        183;19970401;19970430;   10;  4.90;   5.32;    8.14;    2.65;    4.65;  15.5;  30.9;  -0.5; 203.50;    9;    25.6;    7.9;eor
        183;19970501;19970531;   10;  5.33;   9.19;   12.30;    6.74;    4.31;  19.8;  25.2;   3.3; 239.60;    9;    77.9;   17.6;eor
        183;19970601;19970630;   10;  4.58;  14.18;   17.14;   11.84;    3.90;  23.2;  21.1;   7.9; 256.90;    9;    56.7;   21.3;eor
        183;19970701;19970731;   10;  4.50;  17.48;   20.28;   15.31;    3.69;  22.1;  21.6;  12.4; 317.10;    9;    28.5;   14.5;eor
        183;19970801;19970831;   10;  2.72;  21.19;   24.49;   18.48;    3.14;  27.8;  18.5;  11.8; 352.70;    9;     9.8;    9.5;eor
        183;19970901;19970930;   10;  4.92;  14.87;   17.26;   12.45;    4.31;  23.2;  28.8;   7.9; 173.30;    9;    65.3;   29.5;eor
        183;19971001;19971031;   10;  5.42;   8.88;   10.91;    6.84;    4.64;  18.9;  32.4;   0.6; 111.60;    9;    74.4;   12.0;eor
        183;19971101;19971130;   10;  6.75;   4.96;    6.39;    3.28;    4.13;  11.3;  21.1;  -0.7;  33.00;    9;    32.2;    8.6;eor
        183;19971201;19971231;   10;  6.57;   2.75;    4.31;    1.29;    4.44;   9.4;  25.2;  -5.8;  31.20;    9;    35.5;    9.3;eor
        183;19980101;19980131;   10;  5.92;   2.99;    4.77;    1.45;    4.54;  10.6;  29.8;  -6.6;  68.30;    9;    53.6;   12.2;eor
        183;19980201;19980228;   10;  7.33;   4.33;    6.07;    2.39;    5.84;  11.9;  28.8;  -8.3;  52.20;    9;    25.1;    5.7;eor
        183;19980301;19980331;   10;  5.00;   3.57;    5.80;    1.30;    4.45;  12.7;  27.3;  -2.8; 171.20;    9;    34.3;   12.8;eor
        183;19980401;19980430;   10;  6.30;   6.40;    9.24;    4.36;    4.08;  17.0;  23.7;   0.6; 135.00;    9;    49.9;   12.0;eor
        183;19980501;19980531;   10;  4.59;  11.17;   14.12;    8.69;    4.04;  23.3;  22.1;   5.2; 301.60;    9;    17.6;    4.8;eor
        183;19980601;19980630;   10;  5.44;  14.16;   17.09;   11.55;    3.80;  21.3;  27.3;   8.4; 251.20;    9;   104.6;   29.9;eor
        183;19980701;19980731;   10;  5.69;  14.91;   17.79;   12.21;    4.38;  26.3;  25.7;   9.7; 201.30;    9;    75.8;   21.1;eor
        183;19980801;19980831;   10;  5.43;  15.33;   18.09;   13.12;    4.32;  24.0;  25.2;   9.2; 186.60;    9;    52.6;   11.5;eor
        183;19980901;19980930;   10;  6.02;  13.98;   16.34;   12.31;    3.95;  21.9;  24.2;   8.4; 134.00;    9;    66.3;   24.4;eor
        183;19981001;19981031;   10;  5.89;   8.97;   10.94;    7.17;    5.61;  16.7;  32.4;   3.9;  91.10;    9;    67.8;    8.9;eor
        183;19981101;19981130;   10;  6.61;   2.27;    3.67;    0.77;    3.90;   8.3;  26.2;  -7.4;  22.60;    9;    53.0;   13.5;eor
        183;19981201;19981231;   10;  5.89;   0.86;    2.65;   -1.16;    4.41;   9.5;  31.0; -12.8;  61.50;    9;    42.4;   12.1;eor
        183;19990101;19990131;   10;  6.74;   2.07;    3.92;    0.13;    4.52;  10.5;  29.0;  -7.0;  33.00;    9;    51.5;   12.9;eor
        183;19990201;19990228;   10;  5.90;   1.16;    2.82;   -0.66;    4.66;   8.8;  37.0;  -7.8;  68.00;    9;    22.5;    4.0;eor
        183;19990301;19990331;   10;  6.09;   3.48;    6.11;    1.47;    3.85;  14.9;  24.0;  -2.4;  93.60;    9;    62.0;   17.3;eor
        183;19990401;19990430;   10;  4.95;   6.81;    9.74;    4.56;    4.39;  15.4;  30.0;   2.1; 192.50;    9;    55.2;   28.4;eor
        183;19990501;19990531;   10;  3.96;  10.15;   13.03;    7.50;    3.68;  20.4;  23.0;   3.7; 284.20;    9;    23.3;    6.6;eor
        183;19990601;19990630;   10;  4.79;  14.39;   17.54;   11.42;    3.33;  23.3;  20.0;   7.5; 269.00;    9;   114.8;   23.2;eor
        183;19990701;19990731;   10;  4.12;  17.97;   20.95;   15.28;    3.69;  24.5;  21.0;  11.6; 292.40;    9;    31.1;    7.0;eor
        183;19990801;19990831;   10;  4.76;  17.29;   20.25;   14.71;    3.75;  24.4;  22.0;  11.3; 260.00;    9;   100.5;   24.5;eor
        183;19990901;19990930;   10;  3.74;  16.47;   19.35;   14.33;    3.56;  23.6;  21.0;  10.5; 228.00;    9;    35.1;   16.5;eor
        183;19991001;19991031;   10;  5.27;   9.87;   11.92;    8.15;    4.71;  16.5;  27.0;   4.2; 118.40;    9;    41.4;    9.8;eor
        183;19991101;19991130;   10;  5.92;   5.37;    7.07;    3.53;    4.55;  14.1;  31.0;  -2.7;  66.30;    9;    45.0;   21.8;eor
        183;19991201;19991231;   10;  6.14;   2.77;    4.57;    0.92;    5.24;   9.0;  50.0;  -4.4;  28.30;    9;    90.6;   12.6;eor
        183;20000101;20000131;   10;  5.99;   2.15;    3.75;    0.29;    5.07;   7.2;  36.0;  -6.0;  70.10;    9;    41.9;    8.1;eor
        183;20000201;20000229;   10;  5.94;   3.46;    5.31;    1.43;    5.12;  12.9;  27.0;  -3.5;  79.20;    9;    28.0;    5.3;eor
        183;20000301;20000331;   10;  5.78;   3.76;    5.73;    2.11;    5.03;   8.6;  30.0;  -0.5; 123.80;    9;    40.8;    9.4;eor
        183;20000401;20000430;   10;  4.58;   7.60;   10.55;    5.22;    3.66;  23.3;  20.0;   1.8; 234.70;    9;    15.9;    7.4;eor
        183;20000501;20000531;   10;  3.26;  12.28;   15.78;    9.52;    3.61;  25.7;  24.0;   7.1; 329.60;    9;    44.8;   10.9;eor
        183;20000601;20000630;   10;  5.46;  14.54;   17.81;   11.76;    4.12;  30.6;  24.0;   7.3; 237.50;    9;    67.9;   11.7;eor
        183;20000701;20000731;   10;  5.79;  15.15;   17.69;   12.95;    3.85;  21.2;  23.0;  10.1; 187.60;    9;    21.1;    8.3;eor
        183;20000801;20000831;   10;  4.65;  16.38;   19.33;   14.04;    3.63;  23.4;  23.0;  11.2; 231.80;    9;    30.9;    7.6;eor
        183;20000901;20000930;   10;  4.96;  14.13;   15.97;   12.33;    4.11;  19.2;  21.0;  10.1; 179.50;    9;    52.5;   13.7;eor
        183;20001001;20001031;   10;  5.41;  11.74;   13.81;   10.09;    4.13;  17.8;  28.0;   7.6;  91.70;    9;    32.9;    7.0;eor
        183;20001101;20001130;   10;  6.28;   7.05;    8.57;    5.41;    4.39;  12.6;  22.0;   2.4;  66.00;    9;    34.2;    8.9;eor
        183;20001201;20001231;   10;  6.50;   3.97;    5.69;    2.28;    4.23;  11.3;  28.0;  -4.4;  36.70;    9;    29.1;    7.7;eor
        183;20010101;20010131;   10;  6.42;   1.80;    3.19;    0.35;    3.97;   6.0;  21.0;  -3.8;  44.30;    9;    20.2;    6.3;eor
        183;20010201;20010228;   10;  5.67;   1.41;    3.60;   -0.48;    4.56;  11.4;  27.0;  -6.7; 100.80;    9;    28.4;    4.2;eor
        183;20010301;20010331;   10;  5.63;   2.25;    4.25;    0.33;    4.30;  10.9;  28.0;  -4.5; 127.80;    9;    19.9;    4.4;eor
        183;20010401;20010430;   10;  5.68;   5.54;    8.26;    3.12;    3.87;  17.2;  23.0;  -2.1; 153.50;    9;    50.4;    7.9;eor
        183;20010501;20010531;   10;  3.81;  11.26;   14.33;    8.44;    3.94;  19.9;  23.0;   5.1; 323.90;    9;    29.8;    9.6;eor
        183;20010601;20010630;   10;  5.08;  13.40;   16.04;   10.92;    3.70;  23.1;  17.0;   7.9; 245.30;    9;    47.1;   10.8;eor
        183;20010701;20010731;   10;  3.97;  18.31;   21.33;   15.48;    3.48;  25.2;  20.8;  11.2; 309.30;    9;    27.6;    8.8;eor
        183;20010801;20010831;   10;  5.00;  17.95;   20.99;   15.50;    3.97;  30.6;  27.5;  11.5; 232.40;    9;    94.3;   27.1;eor
        183;20010901;20010930;   10;  6.21;  13.20;   15.30;   11.21;    4.03;  18.9;  24.8;   8.6;  96.80;    9;   132.5;   30.5;eor
        183;20011001;20011031;   10;  6.00;  12.19;   14.28;   10.41;    4.45;  18.8;  28.5;   5.8; 101.70;    9;    31.4;   11.3;eor
        183;20011101;20011130;   10;  6.01;   5.71;    7.41;    3.42;    4.80;  11.5;  29.3;  -0.4;  59.60;    9;    34.4;    6.0;eor
        183;20011201;20011231;   10;  7.05;   1.28;    3.02;   -0.58;    4.58;   7.2;  33.8;  -6.3;  21.20;    9;    45.2;   11.2;eor
        183;20020101;20020131;   10;  6.98;   2.19;    3.97;    0.28;    5.13;  10.2;  33.8;  -6.9;  34.90;    9;    34.7;    7.8;eor
        183;20020201;20020228;   10;  5.45;   4.26;    6.20;    1.98;    5.39;  13.0;  36.3;  -2.6; 105.00;    9;    50.8;   10.3;eor
        183;20020301;20020331;   10;  5.75;   4.49;    6.75;    2.58;    4.71;  14.0;  28.3;  -0.8; 148.90;    9;    23.5;    7.6;eor
        183;20020401;20020430;   10;  5.44;   6.41;    8.84;    4.31;    4.07;  13.8;  27.3;  -0.4; 167.40;    9;    27.1;    5.6;eor
        183;20020501;20020531;   10;  5.20;  11.42;   13.91;    9.35;    3.74;  17.4;  19.8;   6.5; 231.10;    9;    60.0;   13.6;eor
        183;20020601;20020630;   10;  4.63;  15.59;   18.33;   13.16;    4.60;  26.0;  24.8;  10.0; 282.30;    9;    72.8;   30.2;eor
        183;20020701;20020731;   10;  5.12;  17.34;   19.93;   14.89;    4.19;  24.0;  29.8;  11.2; 247.90;    9;    47.4;   16.2;eor
        183;20020801;20020831;   10;  4.48;  19.78;   22.04;   17.99;    3.77;  24.2;  18.8;  16.5; 257.50;    9;    21.7;    6.1;eor
        183;20020901;20020930;   10;  4.16;  16.33;   18.68;   13.86;    3.97;  23.3;  26.5;   9.0; 212.80;    9;    65.5;   28.3;eor
        183;20021001;20021031;   10;  6.23;   8.83;   10.91;    6.66;    4.61;  18.0;  31.5;   0.9;  76.00;    9;   125.4;   21.1;eor
        183;20021101;20021130;   10;  6.86;   5.17;    6.61;    3.38;    4.27;  10.1;  24.8;  -1.1;  41.50;    9;    65.2;   18.0;eor
        183;20021201;20021231;   10;  6.35;   0.73;    2.19;   -0.85;    4.58;   6.0;  26.8;  -6.9;  41.00;    9;    21.6;   11.1;eor
        183;20030101;20030131;   10;  6.72;   0.37;    1.94;   -1.41;    5.03;   7.7;  28.0;  -8.9;  30.90;    9;    32.2;    6.6;eor
        183;20030201;20030228;   10;  4.68;  -1.06;    0.49;   -2.78;    3.46;   4.0;  18.9;  -7.8; 105.90;    9;     2.5;    0.9;eor
        183;20030301;20030331;   10;  4.13;   2.90;    5.59;    0.68;    4.03;  12.3;  21.8;  -2.6; 204.90;    9;     8.7;    5.8;eor
        183;20030401;20030430;   10;  4.21;   5.55;    8.24;    3.35;    4.43;  17.2;  26.4;  -1.2; 255.20;    9;    34.0;    7.4;eor
        183;20030501;20030531;   10;  4.58;  12.08;   15.52;    9.25;    3.68;  20.5;  24.1;   5.3; 290.90;    9;    53.8;   14.0;eor
        183;20030601;20030630;   10;  4.66;  16.09;   18.97;   13.48;    4.23;  25.2;  26.7;  11.7; 304.00;    9;    34.1;    9.8;eor
        183;20030701;20030731;   10;  4.64;  18.24;   21.01;   15.92;    3.45;  25.7;  20.0;  12.9; 260.40;    9;    71.1;   17.9;eor
        183;20030801;20030831;   10;  4.06;  18.79;   21.46;   16.32;    3.58;  27.2;  29.1;  10.9; 272.30;    9;    41.0;   29.8;eor
        183;20030901;20030930;   10;  4.52;  15.13;   17.72;   12.74;    4.03;  24.1;  24.7;   9.3; 225.40;    9;    47.9;   16.2;eor
        183;20031001;20031031;   10;  5.01;   7.91;    9.99;    5.57;    4.13;  15.0;  24.5;  -0.1; 128.40;    9;    58.9;   14.7;eor
        183;20031101;20031130;   10;  6.28;   6.83;    8.29;    5.31;    4.27;  12.4;  24.7;   0.3;  48.00;    9;    35.6;    8.6;eor
        183;20031201;20031231;   10;  5.95;   3.72;    5.60;    1.68;    5.03;   9.3;  28.5;  -3.7;  49.60;    9;    38.6;   11.1;eor
        183;20040101;20040131;   10;  6.76;  -0.89;    0.78;   -2.75;    4.39;   5.4;  23.7;  -7.9;  53.50;    9;    56.9;   12.2;eor
        183;20040201;20040229;   10;  5.88;   1.83;    3.63;   -0.06;    4.59;  10.7;  26.0;  -4.4;  70.40;    9;    31.3;    8.5;eor
        183;20040301;20040331;   10;  5.54;   3.87;    6.08;    2.02;    4.74;  16.7;  32.4;  -3.5; 150.90;    9;    24.8;   10.2;eor
        183;20040401;20040430;   10;  4.39;   6.80;    9.19;    4.83;    3.87;  13.1;  26.4;   0.6; 245.80;    9;    26.0;    4.6;eor
        183;20040501;20040531;   10;  5.11;  10.32;   12.95;    7.96;    4.19;  18.2;  24.0;   4.6; 274.00;    9;    34.6;   11.5;eor
        183;20040601;20040630;   10;  5.52;  13.58;   16.08;   11.14;    4.40;  19.8;  24.1;   7.5; 203.90;    9;    65.0;   18.8;eor
        183;20040701;20040731;   10;  5.35;  15.53;   18.31;   13.17;    3.77;  23.3;  20.6;  10.4; 237.10;    9;    60.6;   18.9;eor
        183;20040801;20040831;   10;  4.41;  18.10;   21.04;   15.45;    3.61;  25.1;  20.2;  10.7; 227.70;    9;    79.8;   19.8;eor
        183;20040901;20040930;   10;  4.51;  14.47;   17.23;   11.74;    4.30;  22.6;  25.0;   8.2; 213.50;    9;    39.9;   11.9;eor
        183;20041001;20041031;   10;  5.71;  10.53;   12.28;    8.79;    4.52;  18.6;  23.8;   5.8; 107.20;    9;    74.9;   33.3;eor
        183;20041101;20041130;   10;  5.96;   5.83;    7.61;    3.78;    4.70;  11.3;  38.7;  -1.2;  72.20;    9;    30.2;    6.1;eor
        183;20041201;20041231;   10;  6.65;   3.76;    5.32;    1.83;    4.84;   7.8;  26.4;  -2.4;  30.80;    9;    39.9;    7.1;eor
        183;20050101;20050131;   10;  5.83;   3.47;    5.06;    1.73;    5.48;  12.5;  35.1;  -3.9;  69.00;    9;    25.4;    8.6;eor
        183;20050201;20050228;   10;  5.84;   0.49;    1.82;   -0.92;    5.11;   5.5;  33.8;  -4.8;  61.00;    9;    45.7;   13.2;eor
        183;20050301;20050331;   10;  5.38;   1.14;    3.13;   -0.91;    4.45;  10.5;  24.4;  -4.7; 157.30;    9;    32.0;    8.0;eor
        183;20050401;20050430;   10;  3.72;   6.70;    9.62;    4.02;    4.27;  15.7;  30.3;  -0.6; 272.00;    9;    18.6;   13.7;eor
        183;20050501;20050531;   10;  5.25;  10.80;   14.01;    8.09;    3.61;  25.3;  22.4;   3.0; 241.10;    9;    60.3;   15.2;eor
        183;20050601;20050630;   10;  5.12;  14.10;   16.99;   11.36;    3.97;  24.1;  19.6;   6.5; 275.00;    9;    24.7;    5.9;eor
        183;20050701;20050731;   10;  4.73;  17.85;   20.86;   15.08;    3.58;  26.3;  27.4;  12.6; 276.60;    9;    59.7;   17.7;eor
        183;20050801;20050831;   10;  4.61;  16.07;   18.76;   13.63;    4.03;  23.6;  24.0;  10.4; 262.00;    9;    44.4;   20.5;eor
        183;20050901;20050930;   10;  4.19;  15.52;   18.29;   13.07;    3.70;  28.6;  20.3;   6.6; 206.70;    9;    41.1;   13.4;eor
        183;20051001;20051031;   10;  3.52;  12.03;   14.00;   10.12;    3.87;  17.3;  24.0;   6.3; 196.50;    9;    38.6;   10.8;eor
        183;20051101;20051130;   10;  5.34;   5.76;    7.70;    3.66;    4.17;  13.2;  22.3;  -4.0;  88.00;    9;    44.3;    9.3;eor
        183;20051201;20051231;   10;  6.37;   2.70;    4.05;    1.00;    4.71;   7.8;  28.4;  -3.2;  40.80;    9;    39.6;    5.6;eor
        183;20060101;20060131;   10;  6.06;  -1.50;    0.34;   -3.48;    4.35;   3.7;  25.6; -13.9;  69.20;    9;     8.1;    4.1;eor
        183;20060201;20060228;   10;  6.83;   0.02;    1.42;   -1.23;    4.21;   4.1;  23.1;  -6.4;  47.60;    9;    32.3;    9.3;eor
        183;20060301;20060331;   10;  5.70;   0.54;    2.85;   -1.75;    4.65;  14.1;  24.4;  -7.5; 128.70;    9;    42.3;   19.8;eor
        183;20060401;20060430;   10;  5.70;   5.64;    8.56;    3.36;    4.23;  12.6;  24.4;   0.0; 141.80;    9;    25.4;    5.6;eor
